longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.7845,33.6832,19,517,99,185,60,12.8449,<1H OCEAN,500000
-124.0791,41.0331,48,1702,295,807,238,9.6494,<1H OCEAN,500000
-118.3634,33.1746,39,6330,1536,1928,808,11.5226,INLAND,500000
-114.7408,37.5693,51,7619,1199,3452,1076,3.996,NEAR OCEAN,374370
-118.4687,33.8861,12,2242,591,923,413,11.0309,NEAR BAY,500000
-120.3829,32.66,15,4798,1269,778,200,4.1865,<1H OCEAN,360645
-117.7756,36.5171,31,10414,2028,5679,1565,14.8224,INLAND,500000
-119.6667,35.3234,14,318,54,49,14,8.8384,NEAR OCEAN,500000
-118.7738,37.1184,11,909,155,269,110,10.7389,NEAR OCEAN,500000
-114.7282,37.9757,26,3757,776,574,244,2.6576,INLAND,225337
-120.404,32.9611,42,12532,3127,4237,1119,4.5092,<1H OCEAN,477770
-114.5266,33.7062,27,12801,2363,2324,596,2.9564,<1H OCEAN,405388
-115.0973,37.8012,11,3450,792,2093,834,6.4624,<1H OCEAN,410139
-122.349,35.7758,38,8261,1560,2956,817,4.9779,NEAR BAY,494038
-123.6411,39.4042,34,8809,1539,3345,925,11.2609,<1H OCEAN,500000
-123.32,38.6815,43,2803,348,910,231,2.5219,INLAND,293830
-124.1638,40.4987,19,12246,1478,5679,1476,11.5288,INLAND,500000
-123.3848,39.0594,6,1301,209,705,213,1.6399,INLAND,274555
-117.3697,36.5914,46,4621,892,2190,575,3.8282,INLAND,312604
-123.6225,38.8759,52,8057,2201,4222,1366,12.0875,INLAND,500000
-121.0901,35.1386,38,11820,3117,7127,2968,11.3989,INLAND,500000
-115.7154,35.4293,49,8377,1408,4873,1536,7.6686,<1H OCEAN,500000
-124.1122,39.9665,42,13927,2284,6782,2682,1.6998,INLAND,246999
-116.0261,36.7463,28,6282,1010,1616,434,9.5385,NEAR OCEAN,500000
-121.4694,40.0548,1,6858,1241,3215,1227,6.6941,NEAR BAY,469432
-123.1424,40.2808,35,2461,516,991,310,5.4314,INLAND,370740
-117.2293,40.6111,40,8221,1635,4181,1672,9.9657,NEAR OCEAN,500000
-117.9222,41.1664,8,12561,2000,7115,1972,7.1126,INLAND,403350
-115.3822,36.6013,52,12026,1725,6269,2693,2.2939,INLAND,332868
-116.8376,35.5473,47,14090,1722,8077,2411,13.8233,NEAR BAY,500000
-116.1384,38.0227,7,708,104,128,41,11.8989,INLAND,498684
-121.4676,36.039,11,2579,636,427,187,1.7893,<1H OCEAN,251874
-122.5366,38.2001,39,11556,1893,3227,1180,8.3509,NEAR BAY,500000
-116.6787,39.1825,4,9079,1855,5450,1761,2.1673,NEAR OCEAN,338792
-116.1041,39.021,25,4952,1121,2782,1223,12.7221,INLAND,500000
-114.227,36.0708,12,14030,3923,6893,2176,9.5822,NEAR BAY,500000
-120.133,34.1185,26,9684,2711,4845,1303,3.4143,<1H OCEAN,320374
-120.548,36.597,38,5695,1447,2923,1313,1.2904,INLAND,246758
-116.4151,33.8904,46,12297,1553,7640,2319,1.4421,INLAND,301022
-120.867,40.9169,12,11467,2563,6491,2727,8.1031,<1H OCEAN,500000
-114.8377,35.8012,43,3409,891,1573,445,11.2812,INLAND,500000
-115.577,34.0019,51,7598,935,3668,1453,2.6918,<1H OCEAN,431169
-119.9657,32.7892,37,6943,1520,1783,632,4.098,<1H OCEAN,417151
-116.6761,38.6207,46,5848,1604,2799,1248,5.5816,INLAND,363030
-116.6386,38.5369,24,5371,1102,1946,701,4.0531,INLAND,317365
-123.2961,35.7517,16,8090,976,1832,467,6.4787,<1H OCEAN,485811
-115.1259,33.2241,13,524,63,289,107,8.8346,NEAR BAY,500000
-119.1863,36.4005,25,13479,2628,5460,1523,10.5891,INLAND,500000
-115.9036,35.4754,52,10385,1535,6633,2717,14.4929,<1H OCEAN,500000
-121.0791,38.9149,4,12368,2963,3597,1515,14.0318,<1H OCEAN,500000
-115.1978,38.2443,11,13204,3269,5153,1785,8.9818,NEAR OCEAN,500000
-120.3724,35.9772,32,11162,1696,4174,1697,11.2781,INLAND,500000
-124.2392,34.5982,49,12764,3573,2685,749,14.3122,<1H OCEAN,500000
-115.097,41.8375,7,10975,2189,3984,1388,2.1686,<1H OCEAN,366420
-123.4171,36.8176,46,3757,547,1103,362,1.0789,INLAND,378020
-121.0866,39.0198,11,3787,975,871,324,1.4172,<1H OCEAN,278344
-114.6404,33.8712,28,351,92,102,26,8.8869,INLAND,481608
-114.6348,37.1145,41,1154,271,307,122,11.6797,NEAR BAY,500000
-118.4895,32.8088,23,13994,3829,7235,1923,6.139,<1H OCEAN,462933
-117.8926,37.3013,45,4554,1150,753,287,8.6333,NEAR OCEAN,500000
-119.7669,41.6118,23,10763,3000,4937,1252,8.2291,NEAR BAY,500000
-121.3534,36.1615,50,7360,1458,3903,1625,2.3268,NEAR BAY,408159
-120.991,32.9166,28,13356,3400,5213,1485,5.5022,NEAR BAY,500000
-117.4769,32.841,43,9583,2874,5901,2083,1.2721,NEAR OCEAN,375089
-116.6607,36.1971,47,887,222,446,134,2.5499,INLAND,266018
-116.2601,34.0542,26,8701,1222,4558,1798,12.366,INLAND,500000
-116.2801,32.7695,25,9894,2110,2458,772,12.6118,INLAND,500000
-123.4179,39.6584,29,3327,750,1792,707,12.2272,NEAR OCEAN,500000
-119.297,36.8601,19,6963,1053,3941,1209,11.1755,<1H OCEAN,500000
-123.7617,35.2689,33,12960,3801,4285,1716,12.1064,<1H OCEAN,500000
-118.7338,41.0108,36,11759,1782,3018,772,10.3938,<1H OCEAN,500000
-119.8376,33.6417,14,14996,2278,5136,1575,10.3777,NEAR OCEAN,500000
-115.2777,41.5356,14,3595,1023,1868,653,10.3431,NEAR OCEAN,500000
-120.7636,35.5013,35,9205,1875,3302,855,8.1966,INLAND,463797
-123.1536,40.901,30,1045,137,541,155,6.0869,<1H OCEAN,404978
-122.8886,38.2177,28,1364,310,282,123,11.2227,INLAND,500000
-116.5674,40.321,17,13154,3003,7274,3239,5.181,<1H OCEAN,432201
-118.0318,41.7997,3,14797,1947,4092,1628,8.6006,INLAND,484149
-123.3165,35.261,16,6104,1801,1675,503,7.067,INLAND,415715
-123.4904,41.5847,46,13931,3035,6201,1873,4.8727,NEAR BAY,500000
-117.1861,36.2111,30,10159,2242,1880,712,14.6457,INLAND,500000
-123.6064,36.1738,52,5560,1187,907,248,4.6225,INLAND,407405
-115.9506,35.7496,29,554,127,155,68,5.3301,INLAND,352198
-117.1322,37.6392,45,2072,347,868,256,3.2622,INLAND,346682
-123.5186,33.999,15,2224,381,1342,603,12.5217,<1H OCEAN,500000
-123.483,37.7549,46,3017,639,1729,603,9.2123,INLAND,500000
-114.2665,37.642,25,4032,1069,1593,644,9.5825,NEAR BAY,500000
-120.525,39.7119,51,12667,1633,2134,534,12.4879,INLAND,500000
-120.562,40.3863,38,8457,1933,3531,1510,5.8009,INLAND,394471
-116.0432,36.6901,42,13307,3529,6685,2032,3.7109,NEAR BAY,500000
-114.6691,35.3919,47,13859,2054,4429,1698,3.7777,NEAR OCEAN,435120
-114.2731,34.9877,52,12658,1553,2601,1069,11.2567,INLAND,500000
-116.6505,34.3795,38,12482,2200,3610,1021,9.5976,INLAND,500000
-120.5046,33.0919,23,10913,2464,5847,1979,3.8887,NEAR BAY,462831
-123.4966,35.769,25,2781,402,905,315,3.0309,NEAR BAY,450624
-116.4076,35.0903,42,9782,1924,5438,1698,2.6896,NEAR BAY,417318
-118.6431,41.6343,7,9522,2089,2949,1021,9.7892,INLAND,493795
-120.0145,37.7925,22,2686,611,622,195,1.0017,INLAND,251577
-115.0871,35.8144,17,9226,1562,3394,1093,1.2565,<1H OCEAN,262340
-123.2136,38.0064,18,8618,1654,3241,1244,6.4537,INLAND,414326
-119.3154,33.8584,49,11907,3097,1881,708,10.6789,NEAR BAY,500000
-124.234,36.724,41,12929,3741,2695,798,10.7306,NEAR OCEAN,500000
-119.5603,38.4366,10,2643,727,640,274,7.0217,INLAND,354472
-123.7746,37.1456,10,9119,2020,1885,796,10.675,INLAND,500000
-123.1357,36.3267,7,14092,2731,4520,1590,8.2953,<1H OCEAN,500000
-123.1489,41.8922,48,14619,2630,9243,3111,14.677,INLAND,500000
-117.7151,40.825,50,12078,1721,4886,1589,3.2744,INLAND,366188
-116.7254,38.41,38,12014,1672,5571,2180,9.4093,INLAND,478727
-118.388,37.9021,27,1236,301,405,155,7.8773,<1H OCEAN,443426
-114.5166,38.3842,52,10224,1704,3187,921,3.7225,INLAND,392310
-120.5188,34.4423,33,14336,2377,2316,890,11.4999,<1H OCEAN,500000
-121.43,36.2643,1,11132,3335,4454,1338,4.8571,NEAR BAY,467579
-115.4729,32.9209,44,8884,1366,3480,882,6.3439,INLAND,431921
-122.0649,37.0201,34,7635,1119,1747,681,6.2476,NEAR BAY,500000
-114.5059,37.6544,4,1748,240,930,352,4.4189,<1H OCEAN,379780
-124.2258,34.6908,17,9535,2139,3779,1255,7.0299,<1H OCEAN,429376
-114.4378,41.6119,4,5265,1226,1682,597,7.6268,INLAND,458977
-123.9089,41.0989,43,6696,1243,1496,657,11.4191,NEAR OCEAN,500000
-115.2425,39.3381,26,6383,1381,2719,1003,11.711,INLAND,500000
-118.9569,37.5638,4,4157,1088,2188,834,3.2198,<1H OCEAN,404486
-114.2019,40.7277,1,3607,964,1049,275,9.2988,<1H OCEAN,500000
-123.5958,33.7781,7,839,245,217,61,13.5468,INLAND,500000
-118.6896,39.9808,30,372,99,152,47,2.523,<1H OCEAN,319780
-114.4437,33.7233,50,5866,1300,1335,477,7.6208,<1H OCEAN,500000
-119.0039,40.0156,9,4554,693,2200,891,11.5049,INLAND,463843
-117.9175,35.1422,35,4159,573,1882,591,9.5609,<1H OCEAN,500000
-117.2394,40.7947,8,8908,1156,1724,553,2.4082,<1H OCEAN,283648
-119.7046,41.424,24,8914,2139,1499,451,6.5525,<1H OCEAN,483599
-117.9364,33.9487,19,10309,2735,4743,1427,8.1014,ISLAND,500000
-118.3783,36.8992,36,3086,652,916,402,14.9418,INLAND,500000
-115.1402,41.7713,50,2364,306,456,171,3.5005,NEAR BAY,427925
-123.8855,37.094,52,14719,3184,7796,2192,14.7539,<1H OCEAN,500000
-121.4786,40.6673,43,10321,2976,3168,1249,6.2661,NEAR OCEAN,500000
-114.6368,38.0841,27,4145,943,1574,620,3.8045,<1H OCEAN,402667
-115.2515,36.0781,32,5435,1444,1458,558,6.7975,INLAND,376421
-119.6932,35.2364,14,10601,2798,4915,1361,9.5959,NEAR OCEAN,500000
-118.0122,34.4603,18,7946,2286,2389,792,3.989,NEAR OCEAN,420988
-121.5152,39.7109,28,12175,3148,7719,2094,5.0801,NEAR OCEAN,494963
-122.4274,36.1835,29,2790,710,1399,578,12.9637,NEAR OCEAN,500000
-119.611,37.356,16,7954,1289,1736,661,14.9861,<1H OCEAN,500000
-120.7387,37.1779,35,5134,671,1839,646,5.4544,INLAND,385894
-118.385,37.9764,47,4276,911,1465,466,3.084,INLAND,307417
-123.5556,40.6864,31,5385,766,2246,644,12.1044,NEAR OCEAN,500000
-114.3917,41.7689,4,1293,379,738,200,9.4064,<1H OCEAN,482973
-114.2709,36.3813,37,4080,702,1802,799,2.4056,NEAR BAY,387346
-117.2148,40.3287,17,10886,2977,1967,570,14.2548,INLAND,500000
-118.8711,39.7366,39,6759,1282,3228,845,2.0927,INLAND,356469
-121.1866,37.9412,48,10971,1954,1690,747,9.755,<1H OCEAN,500000
-116.033,41.5368,46,10880,3137,5874,2113,6.9351,INLAND,399271
-117.352,34.4345,26,2985,553,1442,590,8.7927,INLAND,450414
-122.6881,33.5771,48,6265,1191,1907,493,3.985,INLAND,309450
-115.0403,40.5772,39,14999,2086,4443,1614,10.6335,NEAR BAY,500000
-115.9437,36.678,41,6739,1621,3700,1219,14.4361,INLAND,500000
-114.643,40.5115,4,11150,1917,6039,2442,7.418,INLAND,422210
-116.9331,40.945,30,1774,399,578,148,8.3214,NEAR OCEAN,500000
-118.0809,33.1371,30,5876,1330,1759,581,4.3574,INLAND,370913
-120.0756,40.8546,22,14930,3724,6418,2630,13.4862,INLAND,500000
-114.8175,36.7642,11,10765,2735,1659,588,14.5964,<1H OCEAN,500000
-115.4988,37.3481,2,8260,1756,1580,568,12.0082,INLAND,500000
-123.8879,38.44,44,4190,752,892,240,8.5988,INLAND,479247
-124.0805,41.258,12,5410,1464,1313,363,14.3952,NEAR OCEAN,500000
-120.5025,32.7297,30,5045,886,2048,789,3.1539,<1H OCEAN,386997
-116.0661,37.0323,36,9485,2004,6128,2359,7.6989,<1H OCEAN,500000
-114.26,39.0146,18,1389,267,661,294,8.5265,INLAND,437408
-122.8127,39.3434,26,2889,791,521,204,7.8868,<1H OCEAN,500000
-118.278,39.0598,7,4295,849,1772,617,12.2339,INLAND,500000
-120.4573,33.8137,1,14749,2794,5874,2475,10.3856,INLAND,493820
-114.4375,35.3643,26,2075,506,460,124,2.7732,INLAND,365557
-115.7435,35.9219,23,7968,1820,4861,1652,5.8503,NEAR OCEAN,458011
-115.7823,40.1117,26,3606,502,1335,410,5.7471,INLAND,376567
-119.56,35.1703,45,10179,2152,6588,1784,8.9189,INLAND,472264
-120.1105,34.5306,6,14904,3761,5365,2160,5.0804,<1H OCEAN,450720
-121.5558,41.55,6,4132,1233,1875,660,2.6418,INLAND,333410
-123.7738,32.6333,44,9999,2332,2023,731,10.1516,NEAR OCEAN,500000
-115.5125,41.9295,8,12140,2265,4578,1521,12.9145,<1H OCEAN,500000
-116.0422,38.9121,24,8440,1356,2273,777,14.0425,INLAND,500000
-114.1329,40.3376,22,13563,3758,7700,2103,14.6161,<1H OCEAN,500000
-114.1644,35.3194,19,5608,1495,3039,1168,11.9356,<1H OCEAN,500000
-118.6735,32.6846,37,4061,658,2282,767,2.9558,<1H OCEAN,325082
-116.4909,39.486,18,14137,2206,7235,2990,12.9436,<1H OCEAN,500000
-114.6945,40.391,31,7606,1891,4307,1245,6.5994,NEAR BAY,500000
-115.6666,39.5105,37,10572,1867,2647,770,11.2188,INLAND,500000
-121.8221,33.8928,30,11438,2003,4300,1630,8.4378,<1H OCEAN,500000
-119.7454,39.6322,42,3033,447,1504,630,12.6005,NEAR OCEAN,500000
-123.03,39.7779,33,5485,918,2570,885,6.9571,<1H OCEAN,481862
-114.5996,38.7403,10,9789,1927,4974,1966,1.8651,INLAND,300477
-118.1549,39.7515,37,14908,3755,3907,1757,8.7955,<1H OCEAN,500000
-122.0133,40.5017,12,14316,2584,2851,1277,3.3981,<1H OCEAN,367212
-117.4852,38.3179,30,7845,1405,4772,1903,14.5172,NEAR OCEAN,500000
-118.0327,33.3829,27,12218,2092,5254,2090,8.3775,<1H OCEAN,500000
-120.6896,37.1337,39,12966,2672,2942,881,8.7498,NEAR OCEAN,500000
-123.1894,33.2799,9,9223,1406,5042,2101,13.7017,INLAND,500000
-117.4865,36.3809,21,11089,2300,6736,2229,9.7442,<1H OCEAN,500000
-119.0325,36.3768,12,14102,3479,3310,1464,5.2382,INLAND,357397
-116.4569,33.1705,29,4977,623,2780,740,5.1453,INLAND,349257
-119.0339,35.8289,33,2935,357,1809,609,8.0221,<1H OCEAN,454873
-115.6407,33.5934,43,13811,1844,8551,3088,13.1325,<1H OCEAN,500000
-118.7095,40.1474,15,8473,1833,5143,1702,12.1262,<1H OCEAN,500000
-118.6172,41.4583,2,8478,2321,3587,1047,14.4784,NEAR BAY,500000
-115.3906,33.2298,52,6568,793,2154,793,2.0064,INLAND,302249
-120.2264,41.5281,39,10455,3017,1606,644,4.7566,<1H OCEAN,450926
-122.9804,37.4622,44,1021,142,184,69,2.1229,NEAR OCEAN,359530
-124.0558,35.3659,18,7725,2097,2815,835,11.5151,<1H OCEAN,500000
-116.6325,33.2725,3,362,74,126,49,2.9717,<1H OCEAN,379377
-118.0104,37.2559,7,7977,1903,1933,582,2.3984,<1H OCEAN,374407
-117.1543,40.0184,43,12131,2570,4218,1202,8.8634,INLAND,500000
-122.1735,39.1966,18,10789,2221,2560,993,6.7608,<1H OCEAN,469810
-122.9563,33.0221,44,2132,576,1224,512,11.0114,INLAND,500000
-124.2014,33.2353,38,11120,2847,3325,1151,7.8182,NEAR OCEAN,500000
-120.767,36.337,37,3735,773,1678,597,6.9547,<1H OCEAN,500000
-118.321,35.3257,33,14338,2008,5755,1787,6.957,<1H OCEAN,481539
-120.3413,34.7344,44,6156,866,1083,377,13.2063,INLAND,500000
-119.879,35.1914,31,3646,963,2264,625,6.5332,INLAND,397799
-115.1095,40.1027,11,13603,2928,5626,2482,5.6676,NEAR BAY,500000
-120.7908,41.2847,4,14716,3041,4599,1885,5.7395,INLAND,396871
-119.097,36.358,18,2990,725,684,262,3.7524,<1H OCEAN,421669
-116.3411,41.0674,4,2907,798,928,331,13.0496,<1H OCEAN,500000
-120.2973,35.5721,49,8159,1902,1307,533,3.0528,<1H OCEAN,442835
-117.9923,37.0285,34,14370,3697,4767,1663,13.7206,INLAND,500000
-115.5366,34.6747,29,4133,1065,1718,532,4.9685,<1H OCEAN,409781
-114.6459,38.5705,24,3585,660,2100,592,13.592,<1H OCEAN,500000
-122.8469,41.7524,22,6836,1157,3374,1280,12.0715,INLAND,500000
-114.8803,38.2228,2,1122,296,230,100,9.1478,<1H OCEAN,500000
-119.3206,35.9135,44,8289,1557,1855,520,10.3726,INLAND,500000
-121.7107,38.6395,6,10567,2986,3847,1100,5.5618,<1H OCEAN,396454
-119.6576,33.7055,42,13937,1847,3454,1163,9.0392,NEAR BAY,500000
-114.3341,40.9034,25,9974,1301,1634,672,5.0936,<1H OCEAN,404652
-119.3154,37.279,21,764,219,422,130,6.6318,NEAR BAY,500000
-120.9902,36.7739,16,3458,818,552,166,11.7053,<1H OCEAN,500000
-117.8766,38.0571,31,10989,2069,6212,2323,4.4151,NEAR OCEAN,450626
-121.8957,38.423,14,2700,690,599,213,12.7438,<1H OCEAN,500000
-123.5747,33.2247,39,4766,1148,3037,795,6.2624,INLAND,390072
-123.0328,38.9666,28,9379,2022,4238,1128,8.4504,<1H OCEAN,500000
-123.0414,34.8242,32,7081,975,3664,1387,14.1874,INLAND,500000
-122.7976,39.2612,28,3836,1021,787,269,10.5376,INLAND,500000
-122.9312,40.2818,51,6230,1718,3619,1607,10.0385,INLAND,500000
-117.8003,40.1072,49,423,63,240,92,10.9625,INLAND,500000
-122.4912,37.7435,9,6497,1774,3095,779,13.8536,<1H OCEAN,500000
-120.8173,37.4396,45,550,152,220,76,4.4792,<1H OCEAN,414512
-115.1848,33.893,22,7514,1644,3837,1277,9.5854,INLAND,452774
-119.5061,39.8383,32,2128,506,325,88,6.6055,<1H OCEAN,441116
-117.5276,35.1012,5,7943,1499,3544,1540,1.166,<1H OCEAN,277944
-122.5889,37.2189,23,8740,1492,5014,2060,2.7542,<1H OCEAN,389104
-122.3848,35.2222,5,12669,3166,4161,1231,5.5499,<1H OCEAN,402774
-123.9323,33.808,42,4932,1356,1006,303,8.91,INLAND,500000
-122.6235,38.4678,32,1217,289,438,112,13.3406,INLAND,500000
-121.5028,33.0607,10,2426,514,1245,385,12.0756,NEAR BAY,500000
-122.541,39.5873,39,7406,1100,1508,553,8.7467,INLAND,500000
-123.4435,35.5353,15,13259,1718,3354,1120,2.0342,NEAR BAY,359697
-123.1171,32.5513,7,7370,1475,1649,731,5.0027,INLAND,334567
-119.6408,37.3546,29,13503,1740,7406,1934,6.1339,NEAR BAY,500000
-122.2413,32.9904,47,6407,1425,1162,427,9.704,NEAR OCEAN,500000
-120.6272,35.146,3,12516,2364,6174,2603,1.9089,INLAND,207472
-119.2051,39.1956,19,2619,671,872,301,8.4227,INLAND,421848
-117.2942,33.1393,10,6440,1127,3399,851,13.6205,<1H OCEAN,500000
-123.9482,40.4398,28,2093,474,1323,394,10.8761,<1H OCEAN,500000
-116.18,32.5859,29,13953,3024,2892,910,12.1591,NEAR BAY,500000
-117.9329,34.8701,15,5522,667,1696,751,10.5435,NEAR BAY,500000
-123.5144,39.5145,35,11432,1520,6345,2743,3.8922,INLAND,347171
-115.422,35.5229,6,10460,1801,2961,1302,2.5468,NEAR OCEAN,381645
-114.9387,33.5078,12,7918,2207,2039,846,12.6129,NEAR BAY,500000
-123.7258,35.9362,47,7078,1036,3982,1275,10.7371,INLAND,500000
-121.5203,35.0917,38,1325,328,852,367,9.0509,INLAND,500000
-116.1106,40.4715,13,3317,979,1421,634,3.65,INLAND,310499
-116.7028,35.4955,29,4361,1143,1260,403,9.4468,INLAND,500000
-122.4642,39.966,19,4242,694,1481,447,1.4385,<1H OCEAN,292585
-122.2104,40.9336,3,13622,3861,3202,1150,2.6637,INLAND,230777
-120.5638,36.6279,8,4633,633,2459,706,5.3665,INLAND,404708
-119.3982,41.1035,8,10562,2157,5669,1454,7.2123,INLAND,446830
-118.0314,36.0968,20,14216,3977,8352,3667,2.6879,NEAR OCEAN,431268
-120.5797,41.6123,47,8838,2080,1443,627,2.6792,<1H OCEAN,428923
-119.6229,33.3893,4,2858,555,1231,347,11.1625,<1H OCEAN,500000
-116.7108,39.008,51,11754,2029,3022,1001,8.9761,NEAR OCEAN,500000
-123.9751,37.1919,21,11110,2083,3560,1481,8.4724,INLAND,465601
-121.7701,36.1939,3,3683,779,1997,763,7.3341,<1H OCEAN,480166
-117.0596,38.4975,45,3144,557,773,254,14.6716,INLAND,500000
-115.201,39.1663,8,12768,3759,5990,2389,1.6972,INLAND,205886
-119.1207,32.591,23,7410,2133,3536,1518,3.5288,NEAR BAY,440752
-118.9118,34.1194,16,7853,2173,4924,2143,10.0651,INLAND,500000
-123.2547,39.2526,13,8987,1760,4831,1573,2.9091,<1H OCEAN,361974
-119.7774,38.814,3,2186,534,1206,343,9.2513,INLAND,500000
-118.9067,41.6308,48,11142,3147,4632,2003,8.9487,NEAR OCEAN,500000
-121.872,39.7038,9,1274,347,310,83,14.5941,INLAND,500000
-121.5983,41.4873,14,12361,2405,4484,1768,13.3674,NEAR OCEAN,500000
-120.4942,39.1539,13,4505,631,1913,532,14.2377,<1H OCEAN,500000
-124.1449,35.3517,7,12613,1685,6170,2023,2.5904,NEAR OCEAN,344178
-121.0584,33.5404,15,12979,2905,5890,1957,13.1541,NEAR OCEAN,500000
-122.189,39.8991,7,11972,2821,4154,1170,2.8073,INLAND,290107
-121.003,38.605,38,3207,875,906,393,9.8611,<1H OCEAN,500000
-123.126,33.0029,34,1169,201,273,68,11.0811,NEAR OCEAN,500000
-115.2488,35.9345,41,8972,1347,4458,1911,3.2519,INLAND,329004
-118.2835,41.5439,22,3024,569,1429,609,9.8572,NEAR OCEAN,500000
-117.4096,37.2538,24,14793,2716,7303,2288,1.7344,INLAND,216624
-116.2847,36.6177,49,12393,1782,4167,1628,5.1057,<1H OCEAN,428298
-119.2559,36.8524,37,1411,340,396,119,13.8962,<1H OCEAN,500000
-123.4617,34.5135,44,429,90,227,91,3.4042,INLAND,271964
-118.8608,36.0158,1,4484,1120,2407,871,1.9138,INLAND,224416
-118.3525,36.0262,10,14545,2668,5495,1703,7.2115,INLAND,400464
-116.7316,33.0421,43,3385,604,1543,509,12.9087,INLAND,500000
-119.9384,39.7651,16,701,143,236,91,2.0734,NEAR OCEAN,339225
-123.0461,36.4651,46,10524,2924,5272,2273,5.9775,<1H OCEAN,500000
-121.4498,40.2785,8,248,31,140,38,13.5968,<1H OCEAN,500000
-120.6393,40.5433,49,3766,997,1860,677,2.6542,NEAR OCEAN,348866
-117.7487,34.5427,25,3255,606,1322,397,5.3494,INLAND,402679
-118.5166,38.7291,50,9080,2486,3444,1412,11.8979,INLAND,500000
-120.7107,36.9894,12,586,154,276,72,8.605,INLAND,390282
-114.2678,40.8235,25,1169,213,572,221,12.6527,INLAND,500000
-118.159,34.578,17,11852,2902,5088,1450,2.5623,<1H OCEAN,317689
-121.9255,38.9214,26,9397,1397,4345,1604,13.8878,INLAND,500000
-123.3098,38.2629,46,14753,4150,2925,1220,14.0888,ISLAND,500000
-122.7878,35.3258,48,6020,1160,3767,1510,3.1744,INLAND,346144
-121.8363,33.834,14,14492,2927,7903,3165,1.4743,<1H OCEAN,328286
-122.7078,38.6754,41,3252,803,1095,387,14.8578,NEAR OCEAN,500000
-122.4433,39.4928,36,11809,3161,5094,2180,7.7515,INLAND,488887
-121.4363,35.5169,23,7597,1234,1319,484,9.0091,<1H OCEAN,500000
-122.5781,38.6114,43,2502,598,426,184,9.6227,NEAR OCEAN,500000
-115.1851,36.2642,6,2483,473,683,245,12.0554,<1H OCEAN,500000
-123.53,39.2541,47,9999,1863,4948,1737,12.3678,NEAR BAY,500000
-118.9895,34.4226,5,14277,3486,8224,2421,3.715,INLAND,348464
-120.1557,40.918,43,4566,866,1961,703,4.3129,INLAND,407366
-114.3101,35.2517,25,322,58,133,36,13.2757,INLAND,500000
-123.205,36.0072,18,6999,1892,2457,1041,12.4732,<1H OCEAN,500000
-120.2839,33.0961,13,9672,1336,2232,859,9.6467,INLAND,470200
-114.442,33.5982,43,3927,949,821,368,14.9258,NEAR BAY,500000
-115.5045,37.3991,14,13932,2295,7388,1983,11.2926,NEAR OCEAN,500000
-115.9995,35.0654,28,8650,1062,5308,1582,4.0217,INLAND,327691
-121.7142,40.4035,18,9339,1401,3540,1506,12.853,NEAR BAY,500000
-122.6035,32.6881,28,14582,3342,6995,2301,6.8063,<1H OCEAN,496882
-117.5165,36.1135,51,5158,1277,3132,1075,1.5061,<1H OCEAN,359833
-114.8518,35.721,27,724,89,141,59,5.4999,<1H OCEAN,391518
-118.6599,32.7317,32,9279,1174,4966,1759,11.6897,INLAND,500000
-118.5081,33.7191,47,8599,2428,3941,1137,14.4429,NEAR OCEAN,500000
-121.4886,36.4382,9,11774,1568,5290,2266,4.8659,INLAND,390821
-116.4858,37.1829,40,11186,3142,3314,849,4.4512,NEAR BAY,500000
-122.4384,36.3503,32,348,56,171,73,8.8906,INLAND,481015
-121.042,37.5408,20,8201,2076,4489,1167,12.3636,INLAND,500000
-120.002,38.1442,28,637,111,131,50,11.4514,<1H OCEAN,500000
-119.1622,32.6433,33,10594,2908,4415,1167,8.8394,NEAR BAY,500000
-121.8726,36.9125,4,3949,971,792,309,9.8395,<1H OCEAN,475991
-123.1764,41.6069,46,11553,2221,6773,1739,4.3894,INLAND,414382
-118.1095,37.4289,34,14209,1900,5737,2400,7.056,<1H OCEAN,500000
-121.4002,38.9189,48,12293,3096,6810,2337,4.5751,<1H OCEAN,497095
-118.4097,35.4815,3,8386,1937,2801,752,13.3819,INLAND,500000
-122.7724,39.8255,26,4653,560,988,386,2.5758,<1H OCEAN,339552
-119.4327,39.8155,8,11637,1416,1987,691,10.5164,NEAR BAY,500000
-118.9069,37.4502,6,5536,1470,1609,463,4.644,INLAND,356736
-123.8204,41.7245,16,14418,2403,3923,993,7.6581,INLAND,410637
-120.9099,33.7302,24,4751,1114,2043,681,5.1918,INLAND,357914
-122.9763,32.7093,48,3023,609,486,129,5.5254,INLAND,401593
-123.7023,39.7895,39,5928,1632,2432,653,4.6455,NEAR BAY,464478
-114.2326,40.1373,30,13116,3738,4536,1376,11.5391,<1H OCEAN,500000
-121.0555,33.6799,45,11662,3491,5114,1923,6.12,<1H OCEAN,474664
-116.0731,35.0465,13,8877,1310,4449,1583,11.169,<1H OCEAN,500000
-121.7476,32.715,5,8591,2365,4012,1058,7.385,NEAR OCEAN,463155
-117.385,35.3071,25,12858,2158,8258,3663,8.6614,NEAR BAY,500000
-116.5805,39.8175,20,13501,3055,2958,1264,8.606,<1H OCEAN,500000
-118.2626,37.4188,18,2182,460,796,240,14.6619,INLAND,500000
-119.5305,35.8221,47,7196,886,2607,715,6.1389,<1H OCEAN,461001
